Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,46,1000,2,6.355551e+02,1,7771,-7.964053e+02,36.0,940,0,Infinity
2000,8,46,1000,2,6.355551e+02,2,7223,-7.602058e+02,27.0,610,0,0.6280708989773409
2000,8,46,1000,2,6.355551e+02,3,7006,-7.155998e+02,18.0,300,0,0.4597084390003694
2000,8,46,1000,2,6.355551e+02,4,8425,-7.326405e+02,23.0,490,0,0.4376814870073903
2000,8,46,1000,2,6.355551e+02,5,8299,-6.787351e+02,16.0,140,0,0.42920530233101467
2000,8,46,1000,2,6.355551e+02,6,9728,-6.353647e+02,-9.0,0,0,0.3752473956360413
2000,8,46,1000,2,6.355551e+02,7,9529,-6.483927e+02,7.0,30,0,0.3723818221598135
2000,8,46,1000,2,6.355551e+02,8,8778,-6.353936e+02,1.0,0,0,0.3666081012737758
2000,8,46,1000,2,6.355551e+02,9,9830,-6.637311e+02,12.0,30,0,0.34911600297750445
2000,8,33,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,33,1000,2,6.367846e+02,0,9998,-6.362119e+02,-9.0,0,0,Infinity
2000,8,33,1000,2,6.367846e+02,1,6501,-7.971730e+02,36.0,940,0,Infinity
2000,8,33,1000,2,6.367846e+02,2,8843,-7.602058e+02,27.0,610,0,0.6141004732585643
2000,8,33,1000,2,6.367846e+02,3,9034,-7.089833e+02,17.0,450,0,0.4274086536322086
2000,8,33,1000,2,6.367846e+02,4,8105,-6.772016e+02,16.0,130,0,0.4160699330551907
2000,8,33,1000,2,6.367846e+02,5,9709,-6.598968e+02,12.0,30,0,0.410597213393673
2000,8,33,1000,2,6.367846e+02,6,9005,-6.362551e+02,2.0,0,0,0.3996146042689746
2000,8,33,1000,2,6.367846e+02,7,9469,-6.468806e+02,6.0,30,0,0.3691007021753524
2000,8,33,1000,2,6.367846e+02,8,9880,-7.281132e+02,21.0,490,0,0.3560159476661646
2000,8,33,1000,2,6.367846e+02,9,9890,-7.376728e+02,25.0,500,0,0.3327140870255091
2000,8,4,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,4,1000,2,6.355470e+02,0,7955,-6.353456e+02,-20.0,0,0,Infinity
2000,8,4,1000,2,6.355470e+02,1,5221,-7.967200e+02,36.0,940,0,Infinity
